model,pozitsiya,narx,yil,km,yonilgi,kraska,rang,hudud,posted_date
#Gentra,3,"12,000$",2019,107.000,Benzin + Gaz ,,GK,,2024-03
#BYD E2,Full,"18,800$",2023,0,Electro ,,Oq,,2024-03
#Cobalt,2,"11,500$",2020,59.300,Benzin ,,Oq,,2024-03
#Spark,2,"8,300$",2019,73.000,Benzin ,,Mokriy,,2024-03
#Tracker 2,Redline,"23,000$",2024,197,Benzin  ,,Qora,,2024-03
#Gentra,3,"16,300$",2022,"48,300",Benzin  ,,Qora,Toshkent,2024-03
#Damas,2,"8,500$",2023,3.600,Benzin + Gaz ,,Oq,,2024-03
#Gentra,3,"13,500$",2017,127.000,Benzin + Gaz ,,Oq,,2024-03
#Nexia 3,4,"11,000$",2019,67.000,Benzin ,,Chocco,,2024-03
#Monza,Atmosferniy,"17,000$",2023,5.000,Benzin ,,Oq,,2024-03
#Cobalt,4,"12,500$",2023,27.000,Benzin + Gaz ,,Oq,,2024-03
#Nexia 3,2,"9,000$",2019,87.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Malibu 2,2,"21,000$",2018,101.200,Benzin ,,Mokriy,,2024-03
#Onix,2,"16,200$",2023,3.000,Benzin ,,Qora,,2024-03
#Gentra,Mexanika,"14,350$",2024,0,Benzin + Zavodskoy metan ,,Choco,,2024-03
#Spark,3,"5,800$",2010,260.000,Benzin  ,,Oq,,2024-03
#Nexia 3,4,"10,500$",2020,70.000,Benzin + Propan 4 pok  ,,Oq,Toshkent,2024-03
#Spark,4-eruo,"9,000$",2018,131.000,Benzin ,,Oq,,2024-03
#Cobalt,4,"12,200$",2022,116.000,Benzin + Gaz  ,,Oq,,2024-03
#Nexia 3,A/T,"10,800$",2021,39.000,Benzin  ,,Metalika,,2024-03
#Honda Crider,2,"17,200$",2023,1.400,Benzin ,,Oq,,2024-03
#Nexia 2,1.6L,"6,000$",2014,256.000,Benzin + Metan ,,Oq,,2024-03
#Nexia 3,2,"10,300$",2021,39.500,Benzin + Gaz ,,Oq,,2024-03
#Nexia 3,2,"10,500$",2020,98.500,Benzin + Metan ,,Oq,,2024-03
#Jetour X70 Plyus,Full,"23,000$",2023,12.000,Benzin ,,Qora,,2024-03
#Nexia 3,2,"9,400$",2019,108.500,Benzin ,,Oq,,2024-03
#KIA Seltos,4,"25,000$",2021,53.000,Benzin ,,Qora,,2024-03
#Gentra,1,"10,000$",2016,103.000,Benzin ,,Mokriy,,2024-03
#Gentra,1,"11,500$",2020,86.000,Benzin + Gaz ,,Qora,,2024-03
#Spark,4,"9,300$",2019,102.600,Benzin ,,Oq,,2024-03
#Gentra,3,"13,600$",2020,41.000,Benzin ,,Mokriy,,2024-03
#Spark,2,"7,700$",2017,96.000,Benzin ,,Oq,,2024-03
#Gentra,M/T,"9,600$",2016,99.500,Benzin + Gaz 4 pok ,,Mokriy,,2024-03
#Nexia 3,2,"9,000$",2017,98.000,Benzin + Metan ,,Oq,,2024-03
#Spark,4,"11,000$",2020,32.250,Benzin ,,Oq,,2024-03
#Lacetti,1.6L,"10,000$",2012,93.000,Benzin + Metan ,,Delfin,,2024-03
#Spark,2,"8,800$",2019,38.000,Benzin ,,Oq,,2024-03
#Monza,1.3L,"18,700$",2023,13.000,Benzin ,,Qora,,2024-03
#Tracker 2 ,Premier,"18,900$",2022,18.000,Benzin ,,Qora,,2024-03
#Matiz Best,3,"4,200$",2010,290.000,Benzin  ,,Oq,,2024-03
#Spark,2,"8,200$",2020,92.800,Benzin ,,Oq,,2024-03
#Damas,2,"6,800$",2017,124.000,Benzin + Metan ,,Molochniy,,2024-03
#Labo,1,"4,000$",2007,190.000,Benzin + Metan ,,Stalnoy,,2024-03
#Spark,2,"8,200$",2015,102.340,Benzin ,,Oq,,2024-03
#Spark ,3,"8,000$",2014,188.000,Benzin + Metan ,,Oq,,2024-03
#Cobalt,2,"11,800$",2020,45.000,Benzin ,,Mokriy,,2024-03
#Cobalt ,2,"12,000$",2023,13.000,Benzin + propan ,,Ko'k,,2024-03
#Matiz ,MX,"5,200$",2014,168.000,Benzin  ,,Oq,,2024-03
#Spark ,Avtomat,"7,300$",2013,130.000,Benzin  ,,Qizil,,2024-03
 #Gentra ,1,"10,600$",2017,120.000,Benzin + Gaz ,,Oq,,2024-03
#Toyota Land Cruiser   ,Full,"90,000$",2019,23.500,Benzin ,,Qora,,2024-03
#Onix ,2,"13,300$",2023,6.000,Benzin  ,,Mokriy,,2024-03
#Tracker 2,Premier,"20,000$",2023,8.100,Benzin ,,Qora,,2024-03
#Cobalt,2,"10,700$",2019,109.343,Benzin + Metan 4 pok ,,Oq,,2024-03
#Gentra,3,"14,700$",2021,39.500,Benzin ,,Qora,,2024-03
#Gentra,1,"12,000$",2021,76.000,Benzin + Metan ,,Oq,,2024-03
#Kia new Bongo,3,"29,000$",2021,12.000,Propan zavodskoy ,,Oq,,2024-03
#Gentra,3,"16,500$",2022,68.000,Benzin + Propan 4 pok ,,Qora,,2024-03
#Nexia 3,2,"8,700$",2018,159.000,Benzin ,,Oq,,2024-03
#Cobalt,LT,"11,600$",2019,21.500,Benzin ,,Oq,,2024-03
#Gentra,1,"12,000$",2016,185.000,Benzin + Gaz ,,Mokriy,,2024-03
#Spark,2,"6,500$",2016,220.000,Benzin ,,Delfin,,2024-03
#Jetour X70,Full,"26,000$",2023,38.000,Benzin + Propan ,,Qora,,2024-03
#Gentra,3,"13,500$",2020,77.000,Benzin + Metan ,,Oq,,2024-03
#BYD E2,Full,"18,900$",2023,0,Electro ,,Oq,,2024-03
#BYD E2,Full,"18,300$",2023,0,Electro (410km) ,,Blue,,2024-03
#Cobalt,4,"13,200$",2023,2.500,Benzin ,,Darkmoon,,2024-03
#Nexia 2,1.6L,"6,400$",2015,221.400,Benzin + Gaz ,,Oq,,2024-03
#Spark,2,"5,700$",2012,326.000,Benzin + Gaz ,,Oq,,2024-03
#Cobalt,4,"13,600$",2024,1.400,Benzin ,,Oq,,2024-03
#Cobalt,4,"12,500$",2022,28.000,Benzin  ,,Oq,,2024-03
#Gentra,3,"14,200$",2023,35,Benzin ,,Zeus,,2024-03
#Gentra,1,"12,800$",2023,36.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Gentra,3,"15,200$",2023,3.000,Benzin ,,Qora,,2024-03
#Cobalt,Euro,"9,200$",2015,194.000,Benzin ,,Mokriy,,2024-03
#Gentra,3,"12,500$",2017,109.000,Benzin + Metan 4 pok ,,GK2,,2024-03
#Gentra,3,"17,000$",2024,350,Benzin ,,Qora,,2024-03
#Cobalt,4,"13,500$",2024,0,Benzin ,,Darkmoon,,2024-03
#Cobalt,4,"12,200$",2023,14.000,Benzin ,,Darkmoon,,2024-03
#Cobalt,4,"14,500$",2023,9.200,Benzin + Metan 4 pok ,,Darmoon,,2024-03
#Hyundai Sonata NF,Full,"8,200$",2007,302.000,Benzin + Metan ,,Qora,,2024-03
#Cobalt,2,"11,400$",2020,56.000,Benzin + Gaz 4 pok Italianskiy ,,GK2,,2024-03
#Spark,2,"7,000$",2017,80.000,Benzin + Metan ,,Delfin,,2024-03
#Tracker 1,3,"13,000$",2019,57.000,Benzin ,,Qora,,2024-03
#Damas,2,"8,650$",2024,0,Benzin ,,Oq,,2024-03
#Matiz,Mix,"3,000$",2004,412.000,Benzin  ,,Stalnoy,,2024-03
#Cobalt ,4,"13,200$",2023,7.400,Benzin  ,,Mokriy,,2024-03
#Cobalt,2,"10,800$",2020,50.000,Benzin ,,Oq,,2024-03
#Cobalt,4,"13,500$",2024,120,Benzin ,,Mokriy,,2024-03
#Spark,1,"6,500$",2012,78.574,Benzin  ,,Oq,,2024-03
#Spark ,2,"5,800$",2010,187.000,Benzin  ,,Ko'k,,2024-03
#Damas,2,"8,300$",2024,11,Benzin  ,,Oq,,2024-03
#Cobalt,4,"13,500$",2024,0,Benzin ,,Oq,,2024-03
#Gentra Daewoo,"Euro,","10,000$",2015,68.000,Benzin ,20%,Seriy,,2024-03
#Spark,1,"6,500$",2012,78.574,Benzin  ,,Oq,,2024-03
#Nexia 3,2,"8,700$",2018,93.500,Benzin ,,Oq,,2024-03
#Epica,2,"8,200$",2010,310.000,Benzin + Propan ,,Molochniy,,2024-03
#Gentra,3,"14,800$",2020,30.000,Benzin ,,Oq,,2024-03
#Gentra,3,"15,600$",2022,35.000,Benzin ,,Qora,,2024-03
#Tico,1,"3,000$",2000,787.000,Benzin  ,,Jigarrang,,2024-03
#Nexia 1,1.5L,"5,600$",2006,535.000,Benzin + Metan ,,Metalika,,2024-03
#Spark,2,"6,200$",2011,281.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Gentra,2,"10,900$",2017,100.000,Benzin ,,Metalika,,2024-03
#Cobalt,1,"8,600$",2017,180.000,Benzin + Metan 4 pok ,,Oq,,2024-03
#Matiz Best,3,"4,600$",2012,180.000,Benzin  ,,Oq,,2024-03
#Captiva ,4,"20,200$",2018,102.000,Benzin ,,Qora,,2024-03
#Cobalt,4,"12,000$",2021,76.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Nexia 3,2,"9,000$",2018,46.000,Benzin ,,Choco,,2024-03
#Cobalt,4,"13,400$",2024,0,Benzin ,,Oq,,2024-03
#Gentra,3,"14,500$",2022,34.500,Benzin + Propan 4 pok ,,Oq,,2024-03
#Cobalt,2,"12,000$",2020,38.000,Benzin + Gaz ,,Oq,,2024-03
#Gentra,3,"15,500$",2022,29.000,Benzin ,,Qora,,2024-03
#Malibu 2,2.4L,"23,200$",2019,80.000,Benzin + Metan ,,Oq,,2024-03
#Gentra,3,"15,000$",2020,41.400,Benzin ,,Qora,,2024-03
#Damas,2,"8,500$",2023,7.500,Benzin + Metan ,,Oq,,2024-03
#Nexia 2,3,"9,200$",2015,19.000,Benzin ,,Oq,,2024-03
#Cobalt,4,"12,500$",2023,14.000,Benzin ,,Darkmoon,,2024-03
#Captiva ,4,"22,000$",2018,83.000,Benzin + Metan ,,Qora,,2024-03
#Cobalt,3,"13,200$",2023,9.000,Benzin ,,Mokriy,,2024-03
#Gentra,3,"15,600$",2022,19.000,Benzin  ,,Oq,,2024-03
#Nexia 1 ,1,"5,900$",2001,200.000,Benzin ,,Seriy,,2024-03
#Gentra,3,"15,000$",2022,24.000,Benzin ,,Oq,,2024-03
#Gentra,3,"16,200$",2023,11.000,Benzin ,,Qora,,2024-03
#Spark,A/T,"10,500$",2019,31.000,Benzin  ,,Oq,,2024-03
#Lacetti,2,"7,500$",2010,273.000,Benzin + Propan ,,Oq,,2024-03
#Cobalt,4,"11,600$",2020,127.000,Benzin ,,Choco,,2024-03
#Gentra,3,"13,750$",2021,50.000,Benzin  ,,Utomlenniy,,2024-03
#Matiz  best,Super,"4,600$",2011,122.000,Benzin + gaz ,,Delfin,,2024-03
#Captiva  4,4,"22,000$",2018,80.000,Benzin  ,,Oq,,2024-03
#Cobalt ,4,"13,500$",2024,0,Benzin  ,,Oq,,2024-03
#Gentra,3,"13,600$",2020,41.000,Benzin ,,Mokriy,,2024-03
#Nexia 3,2,"10,400$",2020,62.200,Benzin ,,Oq,,2024-03
#Gentra,3,"14,500$",2021,30.600,Benzin ,,Oq,,2024-03
#Nexia 3,4,"10,200$",2019,136.700,Benzin + Metan 4 pok ,,Oq,,2024-03
#Cobalt,4,"12,900$",2022,35.600,Benzin ,,Oq,,2024-03
#Gentra ,1,"10,000$",2016,40.500,Benzin  ,,Bardoviy,,2024-03
#Gentra ,1,"10,000$",2016,40.500,Benzin  ,,Bardoviy,,2024-03
#Cobalt ,4,"12,000$",2019,115.000,Benzin + gaz ,,Mokriy,,2024-03
#Nexia 1,SOHC,"3,500$",1998,315.000,Benzin + gaz ,,Oq,,2024-03
#Cobalt ,4,"12,600$",2022,13.100,Benzin  ,,Oq,,2024-03
#Nexia 2,DOHC,"5,350$",2009,562.000,Benzin + gaz ,,Stalnoy,,2024-03
#Lacetti 1.8,2,"10,000$",2013,155.000,Benzin  ,,Oq,,2024-03
#Nexia 3,4,"10,900$",2019,58.000,Benzin + gaz 4 pok ,,Oq,,2024-03
#Lacetti 1.8,2,"8,500$",2011,147.000,Benzin + Metan ,,Oq,,2024-03
#Spark,4,"9,200$",2018,105.000,Benzin ,,Mokriy,,2024-03
#Spark,4,"10,900$",2022,50.000,Benzin ,,Oq,,2024-03
#Damas,2,"8,300$",2022,33.400,Benzin + Gaz ,,Oq,,2024-03
#Gentra,3,"10,000$",2014,255.000,Benzin + Metan ,,Oq,,2024-03
#Lacetti 1.8,2,"8,000$",2010,170.000,Benzin + Gaz ,,Oq,,2024-03
#Nexia 3 Ravon,Avtomat,"8,700$",2017,78.000,Benzin ,,Oq,,2024-03
#Gentra ,Elegant,"13,700$",2020,"63,500",Benzin  ,,Oq,,2024-03
#Gentra ,3,"15,600$",2022,35.000,Benzin  ,,Qora,,2024-03
#Gentra ,3,"15,500$",2022,19.539,Benzin  ,,Oq,,2024-03
#Cobalt,4,"13,700$",2024,0,Benzin ,,Oq,,2024-03
#Lada xray cross,2,"11,000$",2019,91.200,Benzin + gaz 4 pok ,,Oq,,2024-03
#Cobalt,4,"8,800$",2014,120.000,Benzin ,,Delfin,,2024-03
#Nexia 2,3,,2012,381.561,Benzin + gaz ,15%,Oq,,2024-03
#Gentra ,3,"17,000$",2021,36.000,Benzin + propan ,,Qora,,2024-03
#Cobalt ,4,"10,000$",2015,186.000,Benzin + gaz ,,Oq,,2024-03
#Lacetti ,2,"6,500$",2006,710.000,Benzin + gaz ,,Yashil,,2024-03
#Gentra ,1,"10,700$",2020,80.000,Benzin  ,,Mokriy,,2024-03
#Spark ,2,"11,200$",2022,21.000,Benzin  ,,Oq,,2024-03
#Nexia 3,2,"9,000$",2018,136.900,Benzin + gaz ,,Oq,,2024-03
#Nexia 3,4,"10,500$",2019,98.000,Benzin + gaz 4 pok ,,Qora,,2024-03
#Cobalt,4,"13,100$",2023,5.700,Benzin  ,,Oq,,2024-03
#Hyundai ,55,"36,000$",2009,,Solyarka ,,Sariq,Farg'ona viloyat ,2024-03
#Malibu 2,2.4,"19,900$",2019,"110,000",Benzin  ,,Oq,,2024-03
#Gentra,3,"14,900$",2024,63,Benzin  ,,Oq,,2024-03
#Cobalt,4,"12,200$",2022,116.000,Benzin + Gaz  ,,Oq,,2024-03
#Cobalt ,4,"11,200$",2018,105.500,Benzin + gaz 4 pok ,,Oq,,2024-03
#Gentra,1,"10,600$",2017,120.000,Benzin + Gaz ,,Oq,,2024-03
#Matiz ,3,"3,500$",2008,100.000,Benzin + propan  ,,Metalicc,,2024-03
#Gentra,3,"13,200$",2019,105.000,Benzin + Propan ,,Oq,,2024-03
#Nexia 3,4,"9,700$",2018,108.000,Benzin + Gaz ,,Mokriy,,2024-03
#Damas,2,"8,500$",2024,0,Benzin ,,Mokriy,,2024-03
#Cobalt,4,"13,100$",2024,0,Benzin ,,Zeus,,2024-03
#Gentra,1,"12,000$",2018,53.000,Benzin ,,Oq,,2024-03
#Lada Grand,Full,"6,000$",2015,107.000,Benzin ,,Qora,,2024-03
#Lacetti,2,"7,200$",2010,183.000,Benzin + Metan ,,Oq,,2024-03
#Matiz Best,2,"4,200$",2010,500.000,Benzin + Gaz ,,Oq,,2024-03
#Malibu 2,1.5,"22,500$",2020,102.000,Benzin ,,Qora,,2024-03
#Malibu 1,2,"11,500$",2012,439.000,Benzin + Propan ,,Qora,,2024-03
#Damas,D2,"9,000$",2024,2.000,Benzin + Gaz ,,Oq,,2024-03
#Spark,2,"6,700$",2015,188.000,Benzin + Gaz ,,Felfin,,2024-03
#Damas,2,"8,400$",2024,20,Benzin ,,Oq,,2024-03
#Matiz,Mix,"5,200$",2013,104.000,Benzin + Metan ,,Oq,,2024-03
#Gentra,3,"12,800$",2019,49.000,Benzin ,,Oq,,2024-03
#Damas,2,"9,200$",2023,11.000,Benzin + Metan ,,Oq,,2024-03
#Cobalt ,GX,"13,500$",2024,40,Benzin  ,,GK2,,2024-03
#Lacetti, 🔄Kraska:,"8,700$",2013,130.000,Benzin  ,,Oq,,2024-03
#Lacetti,3,"8,900$",2012,300.000,Benzin + Propan ,,Oq,,2024-03
#Hyundai Tucson,HTRAC,"27,000$",2020,61.500,Benzin ,,Qora,,2024-03
#Spark,2,"8,200$",2019,100.000,Benzin + Metan 4 pok ,,Oq,,2024-03
#Malibu 1,2,"14,000$",2014,137.000,Benzin + Metan ,,Stalnoy,,2024-03
#Gentra,3,"17,000$",2023,17.500,Benzin + propan ,,Qora,Toshkent,2024-03
#Cobalt,4,"13,500$",2023,20.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Gentra,1,"13,000$",2022,36.900,Benzin + Metan ,,Oq,,2024-03
#Lacetti,1,"7,000$",2009,350.000,Benzin ,50%,Oq,,2024-03
#Gentra,A/T,"15,200$",2022,39.800,Benzin ,,Qora,,2024-03
#Spark ,2,"6,300$",2011,107.000,Benzin  ,,Oq,,2024-03
#Lacetti ,2,"8,500$",2012,90.000,Benzin  ,,Qora,,2024-03
#Spark ,4,"10,000$",2020,95.000,Benzin + gaz ,,Oq,,2024-03
#Spark,2,"5,600$",2012,535.000,Benzin + Gaz ,25%,Kulrang,,2024-03
#Tracker ,LTZ,"18,300$",2022,20.595,Benzin ,,Qora,,2024-03
#Mercedes Benz C200,Full,"11,500$",2002,250.000,Benzin + Gaz ,,Oq,,2024-03
#Tracker ,Premier,"15,000$",2019,65.000,Benzin ,,Mokriy,,2024-03
#Kia Sportage,M/T,"15,000$",2008,205.700,Benzin ,,Ko'k,,2024-03
#Nexia 3,2,"10,000$",2020,85.000,Benzin + Gaz  ,,Oq,,2024-03
#Spark,4,"11,000$",2021,48.600,Benzin ,,Oq,,2024-03
#Nexia 3,2,"10,000$",2020,32.600,Benzin ,,Oq,,2024-03
#Cobalt,A/T,"13,000$",2023,22.000,Benzin ,,Oq,,2024-03
#Captiva 3 (4 qilingan),3.0L,"14,200$",2013,226.000,Benzin + Propan 4 pok ,,Oq,,2024-03
#Gentra,2,"10,700$",2015,252.000,Benzin + Gaz ,,Oq,,2024-03
#Gentra,3,"16,300$",2023,15.000,Benzin ,,Qora,,2024-03
#Hyundai Creta,Prime,"25,500$",2022,44.000,Benzin ,,Black,,2024-03
#Gentra,3,"15,000$",2022,24.000,Benzin ,,Oq,,2024-03
#Cobalt,2,"11,000$",2019,62.000,Benzin ,,Oq,,2024-03
#BYD Song Plus,2,"26,500$",2023,900,Electro ,,Qora,,2024-03
#Malibu 2,2.4,"21,500$",2017,82.000,Benzin + Metan ,,Qora,,2024-03
#Gentra,1,"10,300$",2017,176.000,Benzin + Gaz ,,Oq,,2024-03
#Nexia 1,Dons,"4,600$",2006,197.000,Benzin + Metan ,10%,Oq,,2024-03
#Gentra,3,"15,100$",2022,40.000,Benzin ,,Qora,,2024-03
#Gentra,M/T,"14,200$",2024,0,Benzin ,,Oq,,2024-03
#Damas,2,"8,500$",2024,0,Benzin ,,Molochniy,,2024-03
#Toyota Land Cruiser   ,Full,"90,000$",2019,23.500,Benzin ,,Qora,,2024-03
#Cobalt,4,"12,500$",2022,46.000,Benzin + Gaz 4 pok  ,,Oq,,2024-03
#Gentra,3,"15,800$",2023,15.400,Benzin  ,,Qora,Andijon,2024-03
#Spark,4,"9,800$",2020,61.000,Benzin  ,,Oq,,2024-03
#Nexia 3,4,"11,000$",2020,70.000,Benzin + Gaz 4 pok  ,,Oq,Toshkent,2024-03
#Tracker 1,Primier,"13,900$",2019,62.000,Benzin + propan ,,Oq,Namangan,2024-03
#Nexia 3,2,"10,000$",2019,68.000,Benzin + propan 4 pok  ,,Oq,Toshkent,2024-03
#Malibu,Avtomat,"20,500$",2019,200.000,Benzin  ,,Qora,,2024-03
#Damas,D2,"8,400$",2024,0,Benzin ,,Oq,,2024-03
#Labo,1,"6,600$",2018,253.300,Benzin + Metan ,,Molochniy,,2024-03
#Nexia 2,1,"4,700$",2009,670.000,Benzin + Gaz ,,Stalnoy,,2024-03
#Cobalt,A/T,"13,100$",2022,29.000,Benzin + Metan ,,Oq,,2024-03
#Nexia 3,4,"12,500$",2022,13.000,Benzin  ,,Oq,,2024-03
#Cobalt,4,"12,800$",2022,41.000,Benzin + Propan ,,Mokriy,,2024-03
#Spark,2,"6,500$",2016,232.824,Benzin + Gaz 4 pok ,,Metalika,,2024-03
#BYD Song L + qo’shimchala qo’shilgan rangi o’zgaradigan ponaramma,4,"38,500$",2024,0,Electro 662 km ,,Qora,,2024-03
#Labo,1,"8,800$",2022,10.700,Benzin + Metan ,,Darmoon,,2024-03
#Damas,2,"8,275$",2024,0,Benzin ,,Some,,2024-03
#Lada Vesta Kross,Full,"10,000$",2019,170.000,Benzin + Gaz ,,Mokriy,,2024-03
#Nexia 1,1,"4,400$",2007,300.000,Benzin + Metan ,,Stalnoy,,2024-03
#Spark,4,"10,000$",2019,102.600,Benzin ,,Oq,,2024-03
#Damas,2,"8,700$",2024,10,Benzin ,,Oq,,2024-03
#Cobalt,4,"13,600$",2023,203,Benzin ,,Mokriy,,2024-03
#Nexia 3,4,"11,800$",2022,45.000,Benzin ,,Oq,Toshkent,2024-03
#Labo,1,"6,800$",2019,67.000,Benzin + Metan ,,Qaymoq,,2024-03
#Spark,2,"6,700$",2015,188.000,Benzin + Gaz ,,Delfin,,2024-03
#Gentra,1,"12,800$",2022,30.000,Benzin ,,Oq,,2024-03
#Tico,1,"2,500$",2001,264.000,Benzin + Gaz ,30%,Oq,,2024-03
#BYD Song Plus,Full,"27,000$",2023,20.000,Electro ,,Qora,,2024-03
#Gentra,3,"14,800$",2023,3.000,Benzin ,,Qora,,2024-03
#Nexia 2,1,"5,500$",2009,189.000,Benzin + Gaz ,,Seriy,,2024-03
#Spark,4,"9,400$",2018,108.000,Benzin ,,Mokriy,,2024-03
#Gentra,3,"11,199$",2018,203.000,Benzin + Propan 4 pok ,,Oq,,2024-03
#Spark,2,"6,000$",2012,325.000,Benzin + Gaz ,,Oq,,2024-03
#KIA Seltos,1,"21,500$",2022,42.100,Benzin ,,Oq,,2024-03
#Lacetti,3,"9,000$",2011,147.000,Benzin ,,Delfin,,2024-03
#Spark,4,"13,200$",2023,4.300,Benzin ,,Oq,,2024-03
#Nexia 1,1,"3,800$",2002,590.000,Benzin ,,Oq,,2024-03
#Nexia 3,4,"9,800$",2018,89.000,Benzin + Metan 4 pok ,,Oq,,2024-03
#Nexia 3,2,"9,500$",2019,175.000,Benzin + Propan ,,Oq,,2024-03
#Gentra,3,"13,500$",2020,132.000,Benzin ,,Qora,,2024-03
#Nexia 1,1,"3,800$",2002,590.000,Benzin ,,Oq,,2024-03
#Nexia 3,2,"10,200$",2019,30.500,Benzin ,,Mokriy,,2024-03
#Gentra,2,"9,200$",2015,163.000,Benzin + Metan ,,Oq,,2024-03
#Cobalt,4,"12,500$",2022,35.000,Benzin ,,Oq,,2024-03
#Cobalt,4,"13,900$",2024,370,Benzin ,,Oq,,2024-03
#Gentra,1,"10,600$",2017,120.000,Benzin + Gaz ,,Oq,,2024-03
#Cobalt,4,"11,200$",2020,164.700,Benzin + Gaz Italianskiy ,,Oq,,2024-03
#Gentra,3,"13,800$",2020,28.700,Benzin + Propan 4 pok ,,Oq,,2024-03
#Cobalt,4,"13,650$",2024,1.130,Benzin ,,Oq,,2024-03
#Gentra,1,"12,900$",2022,36.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Lacetti,1,"7,300$",2012,160.000,Benzin + Metan ,,Oq,,2024-03
#Cobalt,4,"12,900$",2023,3.000,Benzin ,,Oq,,2024-03
#Lacetti,2,"9,500$",2011,163.000,Benzin ,,Oq,,2024-03
#Spark,2,"8,500$",2019,183.000,Benzin  ,,Oq,,2024-03
#Gentra,Elegant,"16,900$",2023,17.000,Benzin + Gaz 4 pok ,,Qora,,2024-03
#Tracker 2,Premier,"19,000$",2023,10.000,Benzin ,,Oq,,2024-03
#Spark,2,"6,700$",2015,212.000,Benzin + Metan ,,Delfin,,2024-03
#Spark,4,"8,300$",2017,167.000,Benzin + Metan ,,Choco,,2024-03
#Matiz,A/T,"5,700$",2010,94.000,Benzin ,,Oq,,2024-03
#Lada 2115,Luxe,"3,600$",2000,200.000,Benzin ,,Olcha,,2024-03
#Cobalt,4,"13,100$",2024,3.200,Benzin ,,Darkmoon,,2024-03
#Cobalt,4,"11,800$",2020,161.000,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Cobalt,2,"9,700$",2018,310.000,Benzin + Metan ,,Oq,,2024-03
#Gentra,3,"11,500$",2016,163.000,Benzin + Metan ,,Oq,,2024-03
#Lacetti, 🔄Kraska:,"7,200$",2010,432.000,Benzin + Gaz ,30%,Oq,,2024-03
#Lacetti,2,"8,500$",2009,242.000,Benzin + Metan ,,Oq,,2024-03
#Nexia 2 ,3,"8,000$",2015,82.500,Benzin + Gaz 4 pok ,,Oq,,2024-03
#Cobalt,2,"10,500$",2019,87.000,Benzin ,,Oq,,2024-03
#Gentra,3,"17,200$",2023,2.500,Benzin  ,,Qora,,2024-03
#Spark,4,"12,200$",2022,5.000,Benzin ,,Oq,,2024-03
#Spark,4,"11,000$",2020,32.250,Benzin ,,Oq,,2024-03
#Nexia 3,2,"10,300$",2019,2.750,Benzin ,,Oq,,2024-03
#Spark,2,"8,000$",2019,77.000,Benzin + Gaz ,,Oq,,2024-03
#Cobalt,4,"12,800$",2022,22.000,Benzin ,,Oq,,2024-03
#Gentra,L-Elegant,"16,000$",2023,5.186,Benzin ,,Oq,,2024-03
#Cobalt ,4,"10,500$",2021,98.000,Benzin + gaz ,,Oq,,2024-03
#Cobalt ,4,"12,900$",2023,31.000,Benzin + gaz 4 pok ,,Oq,,2024-03
#Lacetti,3,6800$,2010,298.000,Benzin + Metan ,,Oq,,2024-03
#Tracker 2,1,"18,200$",2023,0,Benzin   ,,Qora,,2024-03
#Damas,D2,"8,600$",2024,0,Benzin ,,Oq,,2024-03
#Tracker 2 ,Premier,"20,500$",2023,300,Benzin ,,Qora,,2024-03
#Spark,2,"8,100$",2019,119.700,Benzin ,,Oq,,2024-03
#Nexia 2,1,"6,500$",2014,230.000,Benzin + gaz ,,Oq,,2024-03
#Damas,Deluxe,"7,200$",2019,80.000,Benzin + Gaz ,,Qaymoq,,2024-03
#Cobalt ,4,"13,800$",2024,26,Benzin  ,,Oq,,2024-03
#Cobalt,4,"13,650$",2024,0,Benzin  ,,Oq,,2024-03
#Cobalt,4,"13,800$",2024,25,Benzin ,,Oq,,2024-03
#Spark,4,"9,800$",2020,84.082,Benzin ,,Oq,,2024-03
#Gentra,A/T,"13,250$",2018,201.600,Benzin + Metan ,,Mokriy,,2024-03
#Nexia 2,Luxe,"6,500$",2013,185.000,Benzin + Gaz ,10%,Mokriy,,2024-03
#BYD Song L,4,"34,800$",2024,0,Electro ,,Qora,,2024-03
#KIA Sportage X-Line 2 Motorli,5,"35,300$",2023,15.200,Benzin + Electro ,,Qora,,2024-03
#Forthing T5 EVO,Full,"25,000$",2023,22.000,Benzin ,,Qora,,2024-03
#Cobalt,1,"8,000$",2013,225.000,Benzin ,,Stalnoy,,2024-03
#Nexia 3,2,"9,000$",2017,91.000,Benzin + Gaz ,,Oq,,2024-03
#Sprak,2,"8,200$",2019,125.000,Benzin + Gaz ,,Choco,,2024-03
#Gentra,1,"13,700$",2023,10.500,Benzin + Gaz  ,,Oq,,2024-03
#Gentra,3,"14,500$",2023,35,Benzin ,,Zeus,,2024-03
#Tico,1,"2,200$",1999,495.000,Benzin ,30%,Oq,,2024-03
#Gentra,2,"7,900$",2014,265.000,Benzin + Metan 4 pok ,,Oq,,2024-03
#Gentra,3,"16,900$",2023,5.000,Benzin + Propan ,,Dark,,2024-03
#Gentra,2,"11,500$",2021,60.000,Benzin + Metan ,,Oq,,2024-03
